embedding,configuration,uq_method,space,num_folds,accuracy,kappa,error_auroc_confidence_complement,error_auroc_total_uncertainty,error_auroc_epistemic,error_auprc_confidence_complement,error_auprc_total_uncertainty,error_auprc_epistemic,error_auprc_total_uncertainty_lift,error_auprc_epistemic_lift,aurc,ece,source
gte-large,Embeddings + depth: PCA 8,TabICLv2: hidden,hidden,,0.4592391304347826,0.295651645338982,0.5311968124646904,0.5339859058606643,0.4822027296244536,0.5738068780820991,0.5736981786980357,0.5249153079634614,1.0609091947782772,0.970697654927406,0.5221232581376256,0.280105286972681,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\gte-large\embeddings_depth_pca008\tabicl\summary.csv
gte-large,Embeddings + depth: PCA 8,TabICLv2: model input,model_input,,0.4945652173913043,0.3262928468615451,0.596807869549805,0.602040056717476,0.64319094883611,0.5854236732911792,0.5808150075800838,0.6327494869239196,1.1491393698358645,1.251891458000013,0.4165350980438991,0.2259288671018327,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\gte-large\embeddings_depth_pca008\tabicl\summary.csv
gte-modernbert,Embeddings + depth: PCA 8,Deep Ensemble,classification_head,11.0,0.5646739130434782,0.3981745061341186,0.6269833545411835,0.6543108759721239,0.6353078060948589,0.5887298071198331,0.6152846815881722,0.5687744043307918,1.413388032612031,1.3065479450295343,0.332120833428503,0.2175401589468769,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\gte-modernbert\embeddings_depth_pca008\deep_ensemble\fold_metrics.csv
gte-modernbert,Embeddings + depth: PCA 8,LLLA,classification_head,11.0,0.5353260869565217,0.3548859104686786,0.5857143705286906,0.6189543361721281,0.6173033597395009,0.5607122721986235,0.6036658694780356,0.5960351744784853,1.2991171927948368,1.2826955801642257,0.3724008152481659,0.2144602732246984,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\gte-modernbert\embeddings_depth_pca008\laplace\fold_metrics.csv
gte-modernbert,Embeddings + depth: PCA 8,MC dropout,classification_head,11.0,0.5369565217391304,0.3580200651228044,0.5982987160479747,0.6284454573478924,0.6229372864466027,0.5640439078354682,0.6025988985339548,0.5875727540665375,1.3013872926085408,1.2689364641812548,0.3660108925146165,0.2797175026296273,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\gte-modernbert\embeddings_depth_pca008\mc_dropout\fold_metrics.csv
gte-modernbert,Embeddings + depth: PCA 8,Subsample Ensemble,classification_head,11.0,0.5717391304347826,0.4136337999553779,0.6348048676921889,0.6607603502437177,0.6482032165054978,0.5600045606070244,0.5813938831413675,0.5634935353231583,1.3575694733250208,1.3157717068459533,0.3105874543231235,0.199808829229163,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\gte-modernbert\embeddings_depth_pca008\subsample_ensemble\fold_metrics.csv
gte-modernbert,Embeddings + depth: PCA 8,TabICLv2: encoder input,encoder_input,,0.5144454799627214,0.3384232681381441,0.6106445937300063,0.600696472780884,0.5792181284597624,0.5836798627796738,0.5832000672464597,0.5409844832883743,1.2011010981870467,1.1141580625113738,0.406246072101545,0.2150940687207584,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\gte-modernbert\embeddings_depth_pca008\tabicl\summary.csv
gte-modernbert,Embeddings + depth: PCA 8,TabICLv2: hidden,hidden,,0.5051258154706431,0.3376281408904584,0.5704442637646715,0.5724386904885999,0.5666395647007317,0.5566454255353528,0.5680367332802928,0.556343266167493,1.1478407058564108,1.124211534082335,0.4596805106824482,0.4331386305547521,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\gte-modernbert\embeddings_depth_pca008\tabicl\summary.csv
gte-modernbert,Embeddings + depth: PCA 8,TabICLv2: model input,model_input,,0.4967381174277726,0.3118543661416481,0.6416423459106385,0.6349784587589465,0.564899937460913,0.6207140941122022,0.6277756681783824,0.5562461188699958,1.247413503621119,1.1052816399027876,0.3951734839717828,0.2448775053775,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\gte-modernbert\embeddings_depth_pca008\tabicl\summary.csv
labse,Embeddings + depth: PCA 8,Deep Ensemble,classification_head,11.0,0.4467391304347826,0.2894440520105424,0.6018037849129297,0.6136532142980426,0.6476598737017567,0.6271797956753372,0.6629278097288408,0.666176458207992,1.198219223871382,1.2040910443052113,0.4706312811003132,0.2725485784690017,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\labse\embeddings_depth_pca008\deep_ensemble\fold_metrics.csv
labse,Embeddings + depth: PCA 8,LLLA,classification_head,11.0,0.4429347826086957,0.2848235976499347,0.6835552895406255,0.6757692132004682,0.606245438931151,0.7363843042761737,0.7012846902744996,0.6581474664913409,1.258891541565931,1.1814549642381145,0.4310659039676205,0.198546255412309,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\labse\embeddings_depth_pca008\laplace\fold_metrics.csv
labse,Embeddings + depth: PCA 8,MC dropout,classification_head,11.0,0.4423913043478261,0.2824462573745552,0.6127886259465206,0.616050476893159,0.5854232692099106,0.6496749081516299,0.6707345813379347,0.6357501353617738,1.2028768320290446,1.1401366949957736,0.4743380987059352,0.2301071449952281,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\labse\embeddings_depth_pca008\mc_dropout\fold_metrics.csv
labse,Embeddings + depth: PCA 8,Subsample Ensemble,classification_head,11.0,0.4505434782608695,0.288044550843742,0.6407156978901565,0.6382458667447578,0.6670324148533991,0.6540700201406587,0.6654190901984863,0.6980875225905174,1.2110495805788473,1.2705054812725538,0.4540395007737878,0.2513904051288314,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\labse\embeddings_depth_pca008\subsample_ensemble\fold_metrics.csv
labse,Embeddings + depth: PCA 8,TabICLv2: encoder input,encoder_input,,0.4527173913043478,0.272675886054335,0.5277922489750617,0.5220902660965081,0.5551291022863962,0.5683390339737889,0.5647559300899028,0.6055087700990103,1.0319274194294152,1.1063913972017665,0.5505446111855824,0.2786796419299314,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\labse\embeddings_depth_pca008\tabicl\summary.csv
labse,Embeddings + depth: PCA 8,TabICLv2: hidden,hidden,,0.4641304347826087,0.2993413366752466,0.49544085582226116,0.4938851176423084,0.4854425659466725,0.5470926024825407,0.5455029112572262,0.5470634688606391,1.0179770352061828,1.0208892319508884,0.5310747295103883,0.2928641020169996,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\labse\embeddings_depth_pca008\tabicl\summary.csv
labse,Embeddings + depth: PCA 8,TabICLv2: model input,model_input,,0.4559782608695652,0.2758631128717667,0.5783138196725801,0.5689679807677424,0.6006752484702425,0.6115502067372764,0.5987546777423465,0.613117785984896,1.1006079990468707,1.127009716495713,0.4917785721770881,0.2725706737642181,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\labse\embeddings_depth_pca008\tabicl\summary.csv
minilm-en,Embeddings + depth: PCA 8,Deep Ensemble,classification_head,11.0,0.4630434782608695,0.2981787307923561,0.6043139742639372,0.6329138206801354,0.6248736569819113,0.6173970843853022,0.6467468201088877,0.6514524494798313,1.2044677621461064,1.2132312824320741,0.4342497590547765,0.2711599590013856,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage3_minilm_ablation\embeddings_depth_pca008\deep_ensemble\fold_metrics.csv
minilm-en,Embeddings + depth: PCA 8,LLLA,classification_head,11.0,0.4646739130434782,0.2985897864624893,0.6679122510167128,0.6622799088358635,0.5607343017290637,0.6954455558363696,0.6608281868616822,0.5994834757968522,1.2344404708888277,1.1198473050418356,0.4070069589092351,0.2004844786842232,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage3_minilm_ablation\embeddings_depth_pca008\laplace\fold_metrics.csv
minilm-en,Embeddings + depth: PCA 8,MC dropout,classification_head,11.0,0.4652173913043478,0.3001741493642804,0.5982911157966719,0.6181489636274837,0.5775014294872565,0.6082193933648522,0.6284852026131476,0.6056091307692557,1.17521623252865,1.1324398380238114,0.4429351072730357,0.2235042678273242,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage3_minilm_ablation\embeddings_depth_pca008\mc_dropout\fold_metrics.csv
minilm-en,Embeddings + depth: PCA 8,Subsample Ensemble,classification_head,11.0,0.4809782608695652,0.3128028454061345,0.6087200875558316,0.6288484795945597,0.612093209913648,0.6027984307166379,0.625355476585153,0.6220507954947229,1.2048733789703472,1.1985062447228167,0.4218903387487134,0.2367610905157483,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage3_minilm_ablation\embeddings_depth_pca008\subsample_ensemble\fold_metrics.csv
minilm-en,Embeddings + depth: PCA 8,TabICLv2: encoder input,encoder_input,,0.4896739130434782,0.3287470963696414,0.5355090013580934,0.5366838880949933,0.5220639946858242,0.541711749243404,0.5372134297595557,0.5490130682604911,1.0526865929260727,1.0758083552708237,0.4860558938288652,0.2230731409080462,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage3_minilm_ablation\embeddings_depth_pca008\tabicl\summary.csv
minilm-en,Embeddings + depth: PCA 8,TabICLv2: hidden,hidden,,0.4445652173913043,0.2848697673339638,0.5202536854243321,0.5351843788726263,0.4922655132321207,0.5790302019520008,0.5885440079390396,0.55126195881326,1.059609564195531,0.9924872839690786,0.5076549294957925,0.3096465509025402,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage3_minilm_ablation\embeddings_depth_pca008\tabicl\summary.csv
minilm-en,Embeddings + depth: PCA 8,TabICLv2: model input,model_input,,0.4668478260869565,0.2994883079233684,0.5862819650187082,0.5905018399651587,0.6154152411535116,0.5842299710174732,0.5914100459021356,0.6363625664456991,1.1092706263607846,1.1935852418553379,0.4591149227173017,0.2579863783247649,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage3_minilm_ablation\embeddings_depth_pca008\tabicl\summary.csv
mpnet,Embeddings + depth: PCA 8,Deep Ensemble,classification_head,11.0,0.4489130434782609,0.2796132483831675,0.6028924356825269,0.6326346866463101,0.644900501309807,0.6313175129707277,0.6615251279537757,0.6671882210898912,1.2004006266616838,1.2106768508928991,0.4548361610442094,0.2539190012475719,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\mpnet\embeddings_depth_pca008\deep_ensemble\fold_metrics.csv
mpnet,Embeddings + depth: PCA 8,LLLA,classification_head,11.0,0.4548913043478261,0.2829886915349067,0.6486597555005236,0.6606135809243482,0.5336339065687336,0.6684569504389374,0.6632133030338272,0.5778055988102999,1.2166624901119063,1.0599823547467118,0.4171366432270187,0.1836173541115029,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\mpnet\embeddings_depth_pca008\laplace\fold_metrics.csv
mpnet,Embeddings + depth: PCA 8,MC dropout,classification_head,11.0,0.4527173913043478,0.281469418662798,0.5830208945544454,0.6064186414376586,0.5589028438293345,0.6074867724122619,0.6313042754292995,0.6032781233041687,1.153525190456714,1.1023155381128804,0.4734520625518696,0.2135914390987676,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\mpnet\embeddings_depth_pca008\mc_dropout\fold_metrics.csv
mpnet,Embeddings + depth: PCA 8,Subsample Ensemble,classification_head,11.0,0.4543478260869565,0.2837839837697626,0.6229269524771727,0.6415244409140384,0.6139950786368211,0.633364494653259,0.6485012916157751,0.6491160600767056,1.1884884228815,1.1896150901804166,0.4482807356289037,0.2469900097050096,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\mpnet\embeddings_depth_pca008\subsample_ensemble\fold_metrics.csv
mpnet,Embeddings + depth: PCA 8,TabICLv2: encoder input,encoder_input,,0.4396739130434782,0.2547282703067534,0.5050271017493546,0.4896316775749059,0.5041830570005958,0.596410556759295,0.5760195786576783,0.5761054686715004,1.028007783443383,1.028161069210049,0.5878538434199424,0.2807955348730847,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\mpnet\embeddings_depth_pca008\tabicl\summary.csv
mpnet,Embeddings + depth: PCA 8,TabICLv2: hidden,hidden,,0.4114130434782608,0.2337171822978794,0.4852378112074318,0.4777667592467227,0.4582346849533623,0.5984142034908859,0.5768452125306858,0.5575757244538764,0.9800509612709711,0.9473124035042774,0.6037749785803381,0.3197928084142253,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\mpnet\embeddings_depth_pca008\tabicl\summary.csv
mpnet,Embeddings + depth: PCA 8,TabICLv2: model input,model_input,,0.4353260869565217,0.2507168467210043,0.5502295614601094,0.5356796545223188,0.5912298029772698,0.627521146820152,0.5987005667002305,0.6531136007605978,1.0602589439157113,1.156620813666506,0.5528511799475029,0.2910534581076704,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\mpnet\embeddings_depth_pca008\tabicl\summary.csv
bge-base,Embeddings + depth: native,Deep Ensemble,classification_head,11.0,0.4701086956521739,0.3219179867661372,0.6176054542759745,0.6298378622799233,0.6538625988676949,0.6356509379856194,0.6659276007643546,0.695527742624233,1.256724908109141,1.3125856886447063,0.4510172167830353,0.2642543608079785,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-base\emb_depth_raw\deep_ensemble\fold_metrics.csv
bge-base,Embeddings + depth: native,LLLA,classification_head,11.0,0.5054347826086957,0.360281226275474,0.6290759777856553,0.6096959160589992,0.5835322471476152,0.6420225339106458,0.5984532277279764,0.5579515721154488,1.2100592736477764,1.1281658161455228,0.4093967117664691,0.1907807489533139,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-base\emb_depth_raw\laplace\fold_metrics.csv
bge-base,Embeddings + depth: native,MC dropout,classification_head,11.0,0.4929347826086956,0.3510440782469361,0.5819155762433662,0.5887052379379322,0.5376635404905292,0.5989229939461324,0.6044719762663554,0.5607643573600548,1.1920990743087823,1.1059018408815657,0.463553235407419,0.2069772789173799,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-base\emb_depth_raw\mc_dropout\fold_metrics.csv
bge-base,Embeddings + depth: native,Subsample Ensemble,classification_head,11.0,0.5054347826086957,0.3549370061110181,0.6066690298948363,0.6097524039927399,0.5870467351525841,0.5961228210875019,0.6034571139900472,0.606160171177801,1.2201770216941614,1.2256425439199492,0.4374093147820611,0.2336310171076784,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-base\emb_depth_raw\subsample_ensemble\fold_metrics.csv
bge-base,Embeddings + depth: native,TabICLv2: encoder input,encoder_input,,0.4782608695652174,0.3153339762413447,0.5202337831439394,0.5081315104166667,0.4775076941287879,0.5711035265475883,0.5468457306085943,0.517059159256289,1.0481209836664724,0.9910300552412206,0.520246435751798,0.3048682721233175,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-base\emb_depth_raw\tabicl\summary.csv
bge-base,Embeddings + depth: native,TabICLv2: hidden,hidden,,0.453804347826087,0.2897114558418465,0.5430142699675276,0.5506872821521137,0.524643846635088,0.5926068195895248,0.6016779006925701,0.5772632847656832,1.1015794400739591,1.0568800437501065,0.527702865954149,0.4094243543009251,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-base\emb_depth_raw\tabicl\summary.csv
bge-base,Embeddings + depth: native,TabICLv2: model input,model_input,,0.5054347826086957,0.3203414529203318,0.5559429280397022,0.5292549923195085,0.5731259600614439,0.5374484549106936,0.5136071903363832,0.5711627435745352,1.0385024507900498,1.154878514480379,0.4436198025679821,0.1536561508359706,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-base\emb_depth_raw\tabicl\summary.csv
bge-large,Embeddings + depth: native,Deep Ensemble,classification_head,11.0,0.4972826086956521,0.3384799793932433,0.5989153743907842,0.5997450886865703,0.5846138730863557,0.5910995844990709,0.601682021209601,0.6026330854128518,1.1968593719196385,1.1987512185509699,0.441155177469142,0.2356914715598458,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-large\emb_depth_raw\deep_ensemble\fold_metrics.csv
bge-large,Embeddings + depth: native,LLLA,classification_head,11.0,0.4885869565217391,0.3291314519451099,0.652226644553696,0.6443912030884262,0.5996812161417471,0.6702810365484823,0.6673462098263085,0.599284820152151,1.3049065101810922,1.1718215399361933,0.4089458719509615,0.1991686252148254,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-large\emb_depth_raw\laplace\fold_metrics.csv
bge-large,Embeddings + depth: native,MC dropout,classification_head,11.0,0.4940217391304348,0.3330809268618716,0.5931170453242962,0.584571938120036,0.5764194010352447,0.5924425817118593,0.6056015023252359,0.5951939592857333,1.196892335422593,1.1763231848396876,0.4563448783239121,0.2089643340719782,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-large\emb_depth_raw\mc_dropout\fold_metrics.csv
bge-large,Embeddings + depth: native,Subsample Ensemble,classification_head,11.0,0.5070652173913044,0.3433566144355502,0.5986214166108308,0.5958727757800193,0.5947273826002664,0.5820825185162903,0.5847128468474726,0.6004590101567764,1.1861870321933292,1.2181307372529975,0.4345144451818293,0.2218448540276807,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-large\emb_depth_raw\subsample_ensemble\fold_metrics.csv
bge-large,Embeddings + depth: native,TabICLv2: encoder input,encoder_input,,0.4527173913043478,0.2870917152614576,0.5264248698486347,0.5081244016971238,0.5019121849335564,0.5693585308930477,0.547596973134955,0.5534162239150355,1.0005744097004143,1.0112074002022498,0.5393648545848586,0.319113831249115,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-large\emb_depth_raw\tabicl\summary.csv
bge-large,Embeddings + depth: native,TabICLv2: hidden,hidden,,0.4717391304347826,0.318790285997013,0.5434635224061747,0.5438593995941666,0.5283787051260169,0.5761477155276882,0.5789144632560128,0.5639221181649495,1.0958874613076788,1.0675068903534024,0.5104067545231477,0.3970489754933058,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-large\emb_depth_raw\tabicl\summary.csv
bge-large,Embeddings + depth: native,TabICLv2: model input,model_input,,0.4875,0.2984201190298571,0.5859451382066533,0.5437862274507579,0.5102539276083469,0.5876758567717992,0.5451250705537014,0.5103072047669924,1.0636586742511247,0.9957213751551073,0.448915925187221,0.1254405132323445,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-large\emb_depth_raw\tabicl\summary.csv
bge-m3,Embeddings + depth: native,Deep Ensemble,classification_head,11.0,0.4923913043478261,0.336753015849221,0.6212875382295523,0.6390821725762332,0.5940946793841516,0.6114891171372577,0.631936368664092,0.591935409215209,1.244928178096284,1.1661254314303904,0.423035547596708,0.257736391817098,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-m3\emb_depth_raw\deep_ensemble\fold_metrics.csv
bge-m3,Embeddings + depth: native,LLLA,classification_head,11.0,0.5081521739130435,0.3606461839584221,0.6382887700534758,0.6040132532964412,0.5509550595855321,0.6079491788241203,0.5899208863953722,0.5368270721827417,1.1993971612900385,1.0914495169240273,0.4158422856039222,0.216996240178528,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-m3\emb_depth_raw\laplace\fold_metrics.csv
bge-m3,Embeddings + depth: native,MC dropout,classification_head,11.0,0.5021739130434782,0.3520612415368326,0.5922896699370499,0.5853417111674357,0.576896764217365,0.5690230800624161,0.5882726165224444,0.5758754288505822,1.1816829851542552,1.156780337429117,0.4402168571914614,0.2356625905665366,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-m3\emb_depth_raw\mc_dropout\fold_metrics.csv
bge-m3,Embeddings + depth: native,Subsample Ensemble,classification_head,11.0,0.4945652173913043,0.3340368428855631,0.6205967151128442,0.614069280855494,0.6275232461098741,0.6067881060453744,0.6017649142897661,0.6211533749251834,1.190588647627064,1.2289486127552016,0.4271764832493426,0.2483761352041493,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-m3\emb_depth_raw\subsample_ensemble\fold_metrics.csv
bge-m3,Embeddings + depth: native,TabICLv2: encoder input,encoder_input,,0.4570652173913043,0.2912153441991334,0.5376452552433528,0.534780321343936,0.5321105885909692,0.5965457555585295,0.5807800811039638,0.582763545563018,1.069705054285579,1.0733582821180712,0.5379930907533512,0.3329777031319213,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-m3\emb_depth_raw\tabicl\summary.csv
bge-m3,Embeddings + depth: native,TabICLv2: hidden,hidden,,0.4554347826086956,0.298574268349518,0.5587500416827442,0.5594050562359767,0.549407152282547,0.5905808022321836,0.5862157101354127,0.5813746860243693,1.0764839387716159,1.0675942338172049,0.4895915285006605,0.4177897468222821,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-m3\emb_depth_raw\tabicl\summary.csv
bge-m3,Embeddings + depth: native,TabICLv2: model input,model_input,,0.5125,0.3293109109291341,0.5711006761078226,0.5424473708165902,0.5189532446436868,0.5458546416908364,0.521751459965058,0.5089898033289368,1.070259405056529,1.0440816478542294,0.4397284290347553,0.1486165095160331,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\bge-m3\emb_depth_raw\tabicl\summary.csv
distilroberta,Embeddings + depth: native,Deep Ensemble,classification_head,11.0,0.4532608695652174,0.3044002469663505,0.6016216847595482,0.5942177588460664,0.6240270523489088,0.6283475346235372,0.640848533591103,0.6402324342424631,1.1721285306238862,1.171001668992179,0.4740165515689576,0.3024538830570552,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\distilroberta\emb_depth_raw\deep_ensemble\fold_metrics.csv
distilroberta,Embeddings + depth: native,LLLA,classification_head,11.0,0.4554347826086956,0.2983591827704207,0.6435589441641776,0.6126906476370458,0.6028440616586928,0.7069085314000927,0.666681354489488,0.6410361930517594,1.2242452018569436,1.177152290633969,0.4537183550792217,0.2520233478478115,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\distilroberta\emb_depth_raw\laplace\fold_metrics.csv
distilroberta,Embeddings + depth: native,MC dropout,classification_head,11.0,0.4559782608695652,0.3010142754059184,0.5824080567823119,0.5863999257828436,0.5548728539440227,0.6224538135921243,0.6531086074867289,0.6242366137590166,1.2005193184571243,1.1474479213951956,0.4862479384522841,0.2616920447381942,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\distilroberta\emb_depth_raw\mc_dropout\fold_metrics.csv
distilroberta,Embeddings + depth: native,Subsample Ensemble,classification_head,11.0,0.471195652173913,0.3143733566888905,0.6100373285158329,0.5962370694318756,0.6314580079023557,0.6274265184329991,0.612966341070343,0.6479085279104233,1.159155259578038,1.2252329818655485,0.4490470409957596,0.269319543906528,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\distilroberta\emb_depth_raw\subsample_ensemble\fold_metrics.csv
distilroberta,Embeddings + depth: native,TabICLv2: encoder input,encoder_input,,0.4326086956521739,0.2483460137640454,0.5608748965132174,0.5495346704788309,0.5434445936579448,0.6150395482367388,0.5940901759579799,0.5854740530841829,1.0470554825313056,1.0318699786158014,0.5394908188629024,0.3579024452825303,C:\Users\p06596\Documents\check\CNR-BOVINO\progetti_BOVINO\geological-transformer\src\results_uq\unified_feature_representation_study\stage4_all_embeddings_ablation\distilroberta\emb_depth_raw\tabicl\summary.csv
