fold_name,control,embedding_control,xyz_control,num_eval_tokens,accuracy,kappa,nll,brier,ece,mean_confidence,mean_total_uncertainty,mean_aleatoric_uncertainty,mean_epistemic_uncertainty,error_auroc_total_uncertainty,error_auprc_total_uncertainty,error_auroc_epistemic,error_auprc_epistemic,accuracy_at_100pct_coverage,risk_at_100pct_coverage,accuracy_at_95pct_coverage,risk_at_95pct_coverage,accuracy_at_90pct_coverage,risk_at_90pct_coverage,accuracy_at_80pct_coverage,risk_at_80pct_coverage,accuracy_at_70pct_coverage,risk_at_70pct_coverage,accuracy_at_50pct_coverage,risk_at_50pct_coverage,aurc,agreement_with_true_labels,predicted_class_entropy,predicted_max_class_fraction,mean_variation_ratio,method
A4,real,gaussian_full,xyz_4sigma,21.0,0.8571428571428571,0.7319148936170212,0.3277890384197235,0.2009851634502411,0.1224930768921261,0.8670401573181152,0.374610424041748,0.3495945334434509,0.0250158626586198,0.8518518518518519,0.4206349206349206,0.9074074074074074,0.5555555555555556,0.8571428571428571,0.1428571428571429,0.85,0.15,0.8421052631578947,0.1578947368421053,0.9411764705882352,0.0588235294117647,0.9333333333333332,0.0666666666666666,1.0,0.0,0.0323059340695342,0.8571428571428571,0.9019513816860838,0.6666666666666666,0.1329598966098967,MC dropout
A4,embedding_only,gaussian_full,xyz_4sigma,21.0,0.8095238095238095,0.6394849785407726,0.3980192840099334,0.23432457447052,0.1079608145214262,0.8498326539993286,0.4723477065563202,0.4419388473033905,0.0304087735712528,0.9411764705882352,0.875,0.9117647058823528,0.775,0.8095238095238095,0.1904761904761904,0.85,0.15,0.8947368421052632,0.1052631578947368,0.9411764705882352,0.0588235294117647,0.9333333333333332,0.0666666666666666,1.0,0.0,0.0316893131521614,0.8095238095238095,0.8359373644898986,0.6666666666666666,0.1501672949109758,MC dropout
A4,xyz_only,gaussian_full,xyz_4sigma,21.0,0.7619047619047619,0.5138888888888888,0.5856677889823914,0.3480269908905029,0.0950874515942164,0.8479943871498108,0.3615708351135254,0.3351089060306549,0.026461936533451,0.85,0.5392857142857143,0.85,0.6192857142857143,0.7619047619047619,0.2380952380952381,0.75,0.25,0.7894736842105263,0.2105263157894736,0.8235294117647058,0.1764705882352941,0.8666666666666667,0.1333333333333333,1.0,0.0,0.0652632690503101,0.7619047619047619,0.7091152575824364,0.7619047619047619,0.1520056043352399,MC dropout
A4,embedding_and_xyz,gaussian_full,xyz_4sigma,21.0,0.7142857142857143,0.413953488372093,0.6341412663459778,0.3383110761642456,0.1836739423729124,0.8578950762748718,0.3468306064605713,0.3206875026226043,0.0261431895196437,0.9444444444444444,0.8773809523809524,0.9222222222222224,0.7166666666666667,0.7142857142857143,0.2857142857142857,0.75,0.25,0.7894736842105263,0.2105263157894736,0.8235294117647058,0.1764705882352941,0.8666666666666667,0.1333333333333333,1.0,0.0,0.0607753627766896,0.7142857142857143,0.7091152575824364,0.7619047619047619,0.1421050088746207,MC dropout
A5,real,gaussian_full,xyz_4sigma,16.0,0.625,0.3424657534246575,0.8640210032463074,0.5072181224822998,0.2357590924948454,0.8565282225608826,0.3745490312576294,0.3558836579322815,0.0186653677374124,0.9,0.8357142857142856,0.9166666666666669,0.8773809523809524,0.625,0.375,0.625,0.375,0.6666666666666666,0.3333333333333333,0.6923076923076923,0.3076923076923077,0.75,0.25,1.0,0.0,0.1160730762293262,0.625,0.6615632381579821,0.625,0.1434717439115047,MC dropout
A5,embedding_only,gaussian_full,xyz_4sigma,16.0,0.5625,0.2866242038216561,0.8445290923118591,0.5303353071212769,0.3031692430377006,0.8506015539169312,0.3939049839973449,0.3714039623737335,0.0225010141730308,0.9523809523809524,0.9379251700680272,0.9523809523809524,0.9379251700680272,0.5625,0.4375,0.5625,0.4375,0.6,0.4,0.6923076923076923,0.3076923076923077,0.75,0.25,1.0,0.0,0.1323389717920968,0.5625,0.8647400965276372,0.5625,0.1493984274566173,MC dropout
A5,xyz_only,gaussian_full,xyz_4sigma,16.0,0.6875,0.0,1.0884392261505127,0.4979951679706573,0.2599014192819595,0.9261258244514464,0.2477908134460449,0.2371617257595062,0.0106290793046355,1.0,1.0,1.0,1.0,0.6875,0.3125,0.6875,0.3125,0.7333333333333333,0.2666666666666667,0.8461538461538461,0.1538461538461538,0.9166666666666666,0.0833333333333333,1.0,0.0,0.0546488667582417,0.6875,-0.0,1.0,0.0738741308450698,MC dropout
A5,embedding_and_xyz,gaussian_full,xyz_4sigma,16.0,0.6875,0.0,1.0958037376403809,0.5072264671325684,0.2504998594522476,0.9316658973693848,0.2419915497303009,0.2317670583724975,0.0102244894951581,1.0,1.0,1.0,1.0,0.6875,0.3125,0.6875,0.3125,0.7333333333333333,0.2666666666666667,0.8461538461538461,0.1538461538461538,0.9166666666666666,0.0833333333333333,1.0,0.0,0.0546488667582417,0.6875,-0.0,1.0,0.068334087729454,MC dropout
A6,real,gaussian_full,xyz_4sigma,16.0,0.9375,0.8918918918918919,0.243679404258728,0.1316894292831421,0.0887753423303365,0.8487247228622437,0.4000045657157898,0.3770225644111633,0.022981995716691,0.9333333333333332,0.5,0.9333333333333332,0.5,0.9375,0.0625,0.9375,0.0625,0.9333333333333332,0.0666666666666666,1.0,0.0,1.0,0.0,1.0,0.0,0.0061197916666666,0.9375,1.0337005498525014,0.5625,0.1512753069400787,MC dropout
A6,embedding_only,gaussian_full,xyz_4sigma,16.0,1.0,1.0,0.2366609275341034,0.1239733323454856,0.1838019546121359,0.8161980509757996,0.4350046217441559,0.4099436402320862,0.0250609572976827,,,,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.9470571522825082,0.5625,0.1838019676506519,MC dropout
